# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),MaxQ (mbar)
84.759,426.682,-6.959,2.271,6.959,2.271,419.757,0.427,419.757,0.058,0.099,0.001,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.021,1.182e6,0,316.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.47e-4,NaN,NaN,NaN,NaN,0.1,8.543,899.486,336.476,0.096,0.459,NaN
84.892,425.769,-6.753,1.546,6.753,1.546,419.744,0.427,419.744,0.058,0.099,0.001,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.021,1.147e6,0,297.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.212e-4,NaN,NaN,NaN,NaN,0.1,8.547,899.562,336.479,0.133,0.459,NaN
85.093,424.425,-6.574,0.886,6.574,0.886,419.724,0.427,419.724,0.058,0.099,9.183e-4,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.02,1.117e6,0,279.794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.969e-4,NaN,NaN,NaN,NaN,0.1,8.553,899.664,336.482,0.202,0.459,NaN
85.456,422.064,-6.455,0.33,6.455,0.33,419.688,0.427,419.688,0.058,0.099,6.09e-4,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.02,1.097e6,0,265.218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.758e-4,NaN,NaN,NaN,NaN,0.1,8.562,899.814,336.488,0.362,0.46,NaN
85.956,418.833,-6.471,-0.033,6.471,0.033,419.638,0.427,419.638,0.058,0.099,2.644e-4,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.1e6,0,255.727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.617e-4,NaN,NaN,NaN,NaN,0.1,8.577,900.078,336.497,0.5,0.46,NaN
86.456,415.6,-6.461,0.02,6.461,0.02,419.588,0.427,419.589,0.058,0.099,6.489e-5,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.098e6,0,257.108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.636e-4,NaN,NaN,NaN,NaN,0.1,8.598,900.439,336.51,0.5,0.46,NaN
86.956,412.368,-6.465,-0.007,6.465,0.007,419.539,0.427,419.539,0.058,0.099,1.591e-5,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.099e6,0,256.398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.625e-4,NaN,NaN,NaN,NaN,0.1,8.62,900.8,336.522,0.5,0.46,NaN
87.456,409.137,-6.461,0.007,6.461,0.007,419.489,0.427,419.489,0.058,0.099,4.111e-6,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.099e6,0,256.764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.629e-4,NaN,NaN,NaN,NaN,0.1,8.641,901.161,336.535,0.5,0.46,NaN
87.956,405.906,-6.461,-3.571e-4,6.461,3.571e-4,419.439,0.427,419.439,0.058,0.099,1.243e-6,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.099e6,0,256.575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.625e-4,NaN,NaN,NaN,NaN,0.1,8.662,901.522,336.548,0.5,0.46,NaN
88.456,402.676,-6.46,0.003,6.46,0.003,419.389,0.427,419.39,0.058,0.099,5.492e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.099e6,0,256.673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.625e-4,NaN,NaN,NaN,NaN,0.1,8.683,901.883,336.561,0.5,0.46,NaN
88.956,399.446,-6.459,0.001,6.459,0.001,419.34,0.427,419.34,0.058,0.099,3.81e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.099e6,0,256.623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.623e-4,NaN,NaN,NaN,NaN,0.1,8.704,902.244,336.573,0.5,0.461,NaN
89.456,396.217,-6.458,0.002,6.458,0.002,419.29,0.427,419.29,0.058,0.099,3.401e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.099e6,0,256.649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.622e-4,NaN,NaN,NaN,NaN,0.1,8.725,902.605,336.586,0.5,0.461,NaN
89.956,392.989,-6.457,0.002,6.457,0.002,419.24,0.427,419.24,0.058,0.099,3.3e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.1e6,0,256.636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.621e-4,NaN,NaN,NaN,NaN,0.1,8.746,902.965,336.599,0.5,0.461,NaN
90.456,389.76,-6.456,0.002,6.456,0.002,419.19,0.427,419.191,0.058,0.099,3.273e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.1e6,0,256.643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.62e-4,NaN,NaN,NaN,NaN,0.1,8.766,903.326,336.611,0.5,0.462,NaN
90.956,386.533,-6.455,0.002,6.455,0.002,419.141,0.427,419.141,0.058,0.099,3.264e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.1e6,0,256.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.618e-4,NaN,NaN,NaN,NaN,0.1,8.787,903.687,336.624,0.5,0.462,NaN
91.456,383.306,-6.454,0.002,6.454,0.002,419.091,0.427,419.091,0.058,0.099,3.259e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.1e6,0,256.642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.617e-4,NaN,NaN,NaN,NaN,0.1,8.808,904.047,336.637,0.5,0.462,NaN
91.956,380.079,-6.453,0.002,6.453,0.002,419.041,0.427,419.041,0.058,0.099,3.256e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.1e6,0,256.641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.616e-4,NaN,NaN,NaN,NaN,0.1,8.829,904.408,336.65,0.5,0.462,NaN
92.456,376.853,-6.452,0.002,6.452,0.002,418.991,0.427,418.992,0.058,0.099,3.253e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.1e6,0,256.642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.615e-4,NaN,NaN,NaN,NaN,0.1,8.85,904.768,336.662,0.5,0.462,NaN
92.956,373.628,-6.45,0.002,6.45,0.002,418.942,0.427,418.942,0.058,0.099,3.25e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.1e6,0,256.642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.613e-4,NaN,NaN,NaN,NaN,0.1,8.871,905.129,336.675,0.5,0.462,NaN
93.456,370.403,-6.449,0.002,6.449,0.002,418.892,0.427,418.892,0.058,0.099,3.247e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.1e6,0,256.642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.612e-4,NaN,NaN,NaN,NaN,0.1,8.892,905.489,336.688,0.5,0.463,NaN
93.956,367.178,-6.448,0.002,6.448,0.002,418.842,0.427,418.842,0.058,0.099,3.243e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.101e6,0,256.642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.611e-4,NaN,NaN,NaN,NaN,0.1,8.913,905.85,336.7,0.5,0.463,NaN
94.456,363.954,-6.447,0.002,6.447,0.002,418.792,0.427,418.793,0.058,0.099,3.24e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.101e6,0,256.643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.61e-4,NaN,NaN,NaN,NaN,0.1,8.934,906.21,336.713,0.5,0.463,NaN
94.956,360.731,-6.446,0.002,6.446,0.002,418.743,0.427,418.743,0.058,0.099,3.237e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.101e6,0,256.643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.609e-4,NaN,NaN,NaN,NaN,0.1,8.955,906.57,336.726,0.5,0.463,NaN
95.456,357.508,-6.445,0.002,6.445,0.002,418.693,0.427,418.693,0.058,0.099,3.234e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.101e6,0,256.643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.607e-4,NaN,NaN,NaN,NaN,0.1,8.976,906.93,336.738,0.5,0.463,NaN
95.956,354.286,-6.444,0.002,6.444,0.002,418.643,0.427,418.643,0.058,0.099,3.231e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.101e6,0,256.643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.606e-4,NaN,NaN,NaN,NaN,0.1,8.997,907.29,336.751,0.5,0.463,NaN
96.456,351.064,-6.443,0.002,6.443,0.002,418.593,0.427,418.594,0.059,0.099,3.228e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.101e6,0,256.644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.605e-4,NaN,NaN,NaN,NaN,0.1,9.018,907.65,336.764,0.5,0.463,NaN
96.956,347.843,-6.442,0.002,6.442,0.002,418.544,0.427,418.544,0.059,0.099,3.225e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.101e6,0,256.644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.604e-4,NaN,NaN,NaN,NaN,0.1,9.039,908.01,336.777,0.5,0.463,NaN
97.456,344.622,-6.441,0.002,6.441,0.002,418.494,0.427,418.494,0.059,0.1,3.222e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.101e6,0,256.644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.602e-4,NaN,NaN,NaN,NaN,0.1,9.06,908.37,336.789,0.5,0.463,NaN
97.956,341.401,-6.44,0.002,6.44,0.002,418.444,0.427,418.444,0.059,0.1,3.219e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.101e6,0,256.644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.601e-4,NaN,NaN,NaN,NaN,0.1,9.081,908.73,336.802,0.5,0.464,NaN
98.456,338.182,-6.439,0.002,6.439,0.002,418.394,0.427,418.395,0.059,0.1,3.216e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.102e6,0,256.644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.6e-4,NaN,NaN,NaN,NaN,0.1,9.102,909.09,336.815,0.5,0.464,NaN
98.956,334.962,-6.438,0.002,6.438,0.002,418.345,0.427,418.345,0.059,0.1,3.213e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.102e6,0,256.645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.599e-4,NaN,NaN,NaN,NaN,0.1,9.123,909.45,336.827,0.5,0.464,NaN
99.456,331.744,-6.437,0.002,6.437,0.002,418.295,0.427,418.295,0.059,0.1,3.21e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.102e6,0,256.645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.598e-4,NaN,NaN,NaN,NaN,0.1,9.144,909.809,336.84,0.5,0.464,NaN
99.956,328.525,-6.436,0.002,6.436,0.002,418.245,0.427,418.245,0.059,0.1,3.206e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.102e6,0,256.645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.596e-4,NaN,NaN,NaN,NaN,0.1,9.165,910.169,336.853,0.5,0.464,NaN
100.456,325.308,-6.435,0.002,6.435,0.002,418.195,0.427,418.196,0.059,0.1,3.203e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.102e6,0,256.645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.595e-4,NaN,NaN,NaN,NaN,0.1,9.185,910.528,336.865,0.5,0.464,NaN
100.956,322.09,-6.434,0.002,6.434,0.002,418.146,0.427,418.146,0.059,0.1,3.2e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.102e6,0,256.645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.594e-4,NaN,NaN,NaN,NaN,0.1,9.206,910.888,336.878,0.5,0.464,NaN
101.456,318.874,-6.433,0.002,6.433,0.002,418.096,0.427,418.096,0.059,0.1,3.197e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.102e6,0,256.646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.593e-4,NaN,NaN,NaN,NaN,0.1,9.227,911.247,336.891,0.5,0.464,NaN
101.956,315.658,-6.432,0.002,6.432,0.002,418.046,0.427,418.046,0.059,0.1,3.194e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.102e6,0,256.646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.591e-4,NaN,NaN,NaN,NaN,0.1,9.248,911.607,336.903,0.5,0.465,NaN
102.456,312.442,-6.431,0.002,6.431,0.002,417.996,0.427,417.997,0.059,0.1,3.191e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.102e6,0,256.646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.59e-4,NaN,NaN,NaN,NaN,0.1,9.269,911.966,336.916,0.5,0.465,NaN
102.956,309.227,-6.43,0.002,6.43,0.002,417.947,0.427,417.947,0.059,0.1,3.188e-7,36,-85.995,9.795,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.103e6,0,256.646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.589e-4,NaN,NaN,NaN,NaN,0.1,9.29,912.325,336.929,0.5,0.465,NaN
103.456,306.012,-6.429,0.002,6.429,0.002,417.897,0.427,417.897,0.059,0.1,3.185e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.103e6,0,256.647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.588e-4,NaN,NaN,NaN,NaN,0.1,9.311,912.685,336.941,0.5,0.465,NaN
103.956,302.798,-6.428,0.002,6.428,0.002,417.847,0.427,417.847,0.059,0.1,3.182e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.103e6,0,256.647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.587e-4,NaN,NaN,NaN,NaN,0.1,9.332,913.044,336.954,0.5,0.465,NaN
104.456,299.584,-6.427,0.002,6.427,0.002,417.797,0.427,417.798,0.059,0.1,3.179e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.103e6,0,256.647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.585e-4,NaN,NaN,NaN,NaN,0.1,9.353,913.403,336.967,0.5,0.466,NaN
104.956,296.371,-6.426,0.002,6.426,0.002,417.748,0.427,417.748,0.059,0.1,3.176e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.103e6,0,256.647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.584e-4,NaN,NaN,NaN,NaN,0.1,9.374,913.762,336.979,0.5,0.466,NaN
105.456,293.159,-6.425,0.002,6.425,0.002,417.698,0.427,417.698,0.059,0.1,3.173e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.103e6,0,256.647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.583e-4,NaN,NaN,NaN,NaN,0.1,9.394,914.121,336.992,0.5,0.466,NaN
105.956,289.946,-6.424,0.002,6.424,0.002,417.648,0.427,417.648,0.059,0.1,3.17e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.103e6,0,256.648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.582e-4,NaN,NaN,NaN,NaN,0.1,9.415,914.48,337.005,0.5,0.466,NaN
106.456,286.735,-6.423,0.002,6.423,0.002,417.598,0.427,417.599,0.059,0.1,3.167e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.103e6,0,256.648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.581e-4,NaN,NaN,NaN,NaN,0.1,9.436,914.839,337.017,0.5,0.466,NaN
106.956,283.524,-6.422,0.002,6.422,0.002,417.549,0.427,417.549,0.059,0.1,3.164e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.103e6,0,256.648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.579e-4,NaN,NaN,NaN,NaN,0.1,9.457,915.197,337.03,0.5,0.466,NaN
107.456,280.313,-6.421,0.002,6.421,0.002,417.499,0.427,417.499,0.059,0.1,3.161e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.104e6,0,256.648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.578e-4,NaN,NaN,NaN,NaN,0.1,9.478,915.556,337.043,0.5,0.466,NaN
107.956,277.103,-6.42,0.002,6.42,0.002,417.449,0.427,417.449,0.059,0.1,3.158e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.104e6,0,256.649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.577e-4,NaN,NaN,NaN,NaN,0.1,9.499,915.915,337.055,0.5,0.467,NaN
108.456,273.894,-6.419,0.002,6.419,0.002,417.399,0.427,417.4,0.059,0.1,3.155e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.104e6,0,256.649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.576e-4,NaN,NaN,NaN,NaN,0.1,9.52,916.274,337.068,0.5,0.467,NaN
108.956,270.685,-6.418,0.002,6.418,0.002,417.35,0.427,417.35,0.059,0.1,3.152e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.104e6,0,256.649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.575e-4,NaN,NaN,NaN,NaN,0.1,9.541,916.632,337.081,0.5,0.467,NaN
109.456,267.476,-6.417,0.002,6.417,0.002,417.3,0.427,417.3,0.059,0.1,3.149e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.104e6,0,256.649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.573e-4,NaN,NaN,NaN,NaN,0.1,9.561,916.991,337.093,0.5,0.467,NaN
109.956,264.268,-6.416,0.002,6.416,0.002,417.25,0.427,417.25,0.059,0.1,3.146e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.104e6,0,256.649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.572e-4,NaN,NaN,NaN,NaN,0.1,9.582,917.349,337.106,0.5,0.467,NaN
110.456,261.061,-6.415,0.002,6.415,0.002,417.2,0.427,417.201,0.059,0.1,3.143e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.104e6,0,256.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.571e-4,NaN,NaN,NaN,NaN,0.1,9.603,917.708,337.118,0.5,0.467,NaN
110.956,257.854,-6.414,0.002,6.414,0.002,417.151,0.427,417.151,0.059,0.1,3.141e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.104e6,0,256.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.57e-4,NaN,NaN,NaN,NaN,0.1,9.624,918.066,337.131,0.5,0.468,NaN
111.456,254.647,-6.413,0.002,6.413,0.002,417.101,0.427,417.101,0.059,0.1,3.138e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.104e6,0,256.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.569e-4,NaN,NaN,NaN,NaN,0.1,9.645,918.424,337.144,0.5,0.468,NaN
111.956,251.441,-6.411,0.002,6.411,0.002,417.051,0.427,417.051,0.059,0.1,3.135e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.105e6,0,256.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.567e-4,NaN,NaN,NaN,NaN,0.1,9.666,918.782,337.156,0.5,0.468,NaN
112.456,248.236,-6.41,0.002,6.41,0.002,417.001,0.427,417.001,0.059,0.1,3.132e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.105e6,0,256.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.566e-4,NaN,NaN,NaN,NaN,0.1,9.687,919.141,337.169,0.5,0.47,NaN
112.956,245.031,-6.409,0.002,6.409,0.002,416.952,0.427,416.952,0.059,0.1,3.129e-7,36,-85.995,9.796,NaN,NaN,NaN,NaN,2.62e4,2835,NaN,NaN,NaN,NaN,NaN,0.019,1.105e6,0,256.651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.565e-4,NaN,NaN,NaN,NaN,0.1,9.707,919.499,337.182,0.5,0.47,NaN
